Program Code,Program URL,Class ID,Class Name,Catalogue,Units,Prerequisites,Restrictions,Class Section,Time,Days,Class Type,Instructor
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 533:, Algebraic Combinatorics ,"Combinatorics motivated by Representation Theory and Algebraic Geometry. Topics may include: representations of the symmetric group, symmetric functions, Young tableaux and plane partitions, permutation enumeration.",(3.0 units),Prerequisite: MATH 410 and MATH 532,Not available,39757R,1:00-1:50pm,MWF,Lecture,Sami Assaf
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 534:, Affective Computing ,"Overview of the theory of human emotion, techniques for recognizing and synthesizing emotional behavior, and design application.",(4.0 units),Not available,Not available,29973D,2:00-3:50pm,"Mon, Wed",Lecture,Jonathan Gratch
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 535:, Multimodal Probabilistic Learning of Human Communication ,"Principles and techniques to understand, build, and utilize multimodal machine learning algorithms through automatically understanding, recognizing, and analyzing phenomena of human communication. Recommended preparation: CSCI 542 or CSCI 567 or CSCI 573 or equivalent.",(4.0 units),Not available,Not available,30060D,3:30-5:20pm,"Tue, Thu",Lecture,
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 536:, Linear Programming and Extensions ,"Linear programming models for resource allocation; simplex and revised simplex methods; duality; sensitivity; transportation problems; selected extensions to large scale, multiobjective and special structured models.",(4.0 units),Not available,Not available,31536D,2:00-5:20pm,Wednesday,Lecture,Monir Sabbaghtorkan
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 544:, Applied Natural Language Processing ,"Introduction to key components of human language technologies, including: information extraction, sentiment analysis, question answering, machine translation.",(4.0 units),Not available,Not available,30063D,5:00-6:50pm,"Tue, Thu",Lecture,Xuezhe Ma
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 545:, Robotics ,"Fundamental skills for modeling and controlling of dynamic systems for robotic applications and graphics animations; control theory; kinematics; dynamics; sensor processing; real-time operating systems; robot labs. Recommended preparation: Basic knowledge in linear algebra (matrices and vectors), calculus, programming in C/C++ or any another language or permission of the instructor.",(4.0 units),Not available,Not available,30398D,4:00-5:50pm,"Mon, Wed",Lecture,Daniel Seita
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 547:, Robot Dynamics and Control ,"Introduction to dynamics and control of robotic systems including Model Predictive Control (MPC), Quadratic Program (QP)-based nonlinear control and trajectory optimization.",(4.0 units),Not available,Not available,28916D,10:00-11:50am,"Mon, Wed",Lecture,Quan Nguyen
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 550:, Advanced Data Stores ,"Selected topics on highly available, elastic data stores. Topics include non-relational data models, simple interfaces and query languages, weak consistency and benchmarking techniques. Prerequisite: CSCI 485 or CSCI 585.",(4.0 units),Prerequisite: 1 from (CSCI 485 or CSCI 585),Not available,30135D,10:00-11:50am,"Tue, Thu",Lecture,Ibrahim Sabek
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 554:, Cyber-Physical Systems: A Computing Perspective ,Cyber-physical systems; models of computation; programming models; compiler analysis; automatic parallelization; heterogeneous computing and memory systems; multicores; interconnect; mapping; scheduling; real-time operating systems; reliability; fault-tolerance.,(4.0 units),Not available,Not available,30665D,8:00-9:50am,"Mon, Wed",Lecture,Paul Bogdan
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 555L:, Advanced Operating Systems ,"Advanced topics in operating system research: new OS structures, novel memory management, communication, file system, process management, reliability and security techniques.",(4.0 units),Prerequisite: 1 from (CSCI 350 or CSCI 402),Not available,29933D,2:00-3:50pm,"Mon, Wed",Lecture,Harsha Madhyastha
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 557:, Computer Systems Architecture ,"Computer architecture from a design perspective: Pipelined processors, speculative execution, VLIW, vector processors, GPU/GPGPU, memory technology and systems, interconnection networks, shared-memory and message-passing multiprocessors, chip multiprocessors.",(4.0 units),Prerequisite: EE 457,Not available,30820D,2:00-3:50pm,"Tue, Thu",Lecture,Murali Annavaram
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 559:, Machine Learning I: Supervised Methods ,Distribution-free and probabilistic methods for supervised classification and regression; learning algorithms; optimization techniques; feature-space transformations; parametric and nonparametric methods; Bayes decision theory; artificial neural networks.,(4.0 units),Not available,Not available,30490D,4:00-5:50pm,"Mon, Wed",Lecture,Keith Jenkins
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 561:, Foundations of Artificial Intelligence ,"Foundations of symbolic intelligent systems, search, logic, knowledge representation, planning, learning.",(4.0 units),Not available,Not available,30071D,3:00-4:50pm,"Mon, Wed",Lecture,Laurent Itti
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 566:, Deep Learning and Its Applications ,"Deep learning research in computer vision, natural language processing and robotics; neural networks; deep learning algorithms, tools and software.",(4.0 units),Not available,Not available,30387D,1:00-4:20pm,Friday,Lecture,Yue Zhao
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 567:, Machine Learning ,"Statistical methods for building intelligent and adaptive systems that improve performance from experiences; Focus on theoretical understanding of these methods and their computational implications. Recommended preparation: Undergraduate level training or coursework in linear algebra, multivariate calculus, basic probability and statistics; an undergraduate level course in Artificial Intelligence may be helpful but is not required.",(4.0 units),Not available,Not available,30079D,1:00-3:20pm,Friday,Lecture,Vatsal Sharan
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 570:, Analysis of Algorithms ,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms.",(4.0 units),Not available,Not available,30395D,5:00-7:20pm,Wednesday,Lecture,Shahriar Shamsian
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 571:, Web Technologies ,"Advanced study of programming languages with application to the Web. Languages for client-side and server-side processing. Examples taken from: HTML, Java, JavaScript, Perl, XML and others. Recommended preparation: knowledge of at least two programming languages",(4.0 units),Not available,Not available,30322D,7:30-9:20pm,"Tue, Thu",Lecture,Marco Papa
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 572:, Information Retrieval and Web Search Engines ,"Examines key aspects of information retrieval as they apply to search engines; web crawling, indexing, querying and quality of results are studied.",(4.0 units),Not available,Not available,30210D,5:00-8:20pm,Tuesday,Lecture,Sathyanaraya Raghavachary
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 575:, Quantum Computing and Quantum Cryptography ,"Introduction to quantum computing and quantum cryptography; quantum Fourier sampling with applications to factoring, quantum search, quantum key distribution.",(4.0 units),Not available,Not available,30278D,2:00-3:50pm,"Mon, Wed",Lecture,Ming-Deh Huang
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 576:, Multimedia Systems Design ,"End-to-end multimedia systems - content creation, compression, distribution using modern standards, DRM solutions, Digital-Cinema pipeline, multimedia classification, virtual-augmented reality, natural-language multimedia queries, multimodal media analysis, stereoscopic-holographic technologies.",(4.0 units),Not available,Not available,30319D,6:00-9:20pm,Monday,Lecture,Parag Havaldar
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 580:, 3-D Graphics and Rendering ,"Course outlines the process of creating images from 3D models. Includes transformations, shading, lighting, rastorization, texturing, and other topics.",(4.0 units),Not available,Not available,30390D,2:00-3:50pm,"Tue, Thu",Lecture,Sathyanaraya Raghavachary
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 585:, Database Systems ,"Database system architecture; conceptual database models; semantic, object-oriented, logic-based, and relational databases; user and program interfaces; database system implementation; integrity, security, concurrency and recovery. Recommended preparation: Knowledge of relational databases, SQL, relational algebra and physical database design is required. Open only to graduate students.",(4.0 units),Not available,"Restriction:  Registration open to the following class level(s): Master Student, Doctoral Student",30158D,5:00-7:20pm,Thursday,Lecture,Sathyanaraya Raghavachary
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 590:, Directed Research ,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,(1.0-12.0 units),Not available,Not available,30162D,TBA,TBA,Lecture,
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 591:, Computer Science Research Colloquium ,Exploration and critical assessment of research activities in computer science. Course will serve as a forum for current research presentations from academia and industry. Graded CR/NC.,"(1.0 units, max 2)",Not available,Not available,30076D,4:00-5:20pm,"Tue, Thu",Lecture,
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 593:," Mathematical Foundations for System Design: Modeling, Analys ","Fundamental techniques underlying the methodologies for system design, from integrated circuits to cyber-physical systems. Design flows, fundamental classes of models, and verification and synthesis techniques.",(4.0 units),Not available,Not available,30773R,4:00-5:50pm,"Tue, Thu",Lecture,Pierluigi Nuzzo
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 594a:, Master's Thesis ,Credit on acceptance of thesis. Graded IP/CR/NC.,(2.0 units),Not available,Not available,30168D,TBA,TBA,Lecture,
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 594b:, Master's Thesis ,Credit on acceptance of thesis. Graded IP/CR/NC.,(2.0 units),Prerequisite: CSCI 594A,Not available,30169D,TBA,TBA,Lecture,
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 594z:, Master's Thesis ,Credit on acceptance of thesis. Graded IP/CR/NC.,(0.0 units),Prerequisite: CSCI 594B,Not available,30170D,TBA,TBA,Lecture,
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 599:, Special Topics ,Course content to be selected each semester from recent developments in computer science.,"(2.0-4.0 units, max 9)",Not available,Not available,30010D,5:00-6:50pm,"Mon, Wed",Lecture,Shahram Ghandeharizadeh
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 625:, Program Synthesis and Computer-Aided Verification ,Introduction to the principles and practices of software verification and program synthesis.,(4.0 units),Not available,Not available,30093D,3:30-5:20pm,"Mon, Wed",Lecture,Mukund Raghothaman
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 641:, Computational Human-Robot Interaction ,"The description, comparison and evaluation of algorithms for deployed robotic systems that must deal with uncertainty due to interactions with humans.",(4.0 units),Not available,Not available,30203D,8:00-9:50am,"Mon, Wed",Lecture,Stefanos Nikolaidis
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 644:, Natural Language Dialogue Systems ,Computational models of natural language dialogue; conversational interfaces to artificial systems; dialogue system architectures and applications; Reinforcement learning of dialogue policies.,(4.0 units),Not available,Not available,30007D,1:00-4:20pm,Wednesday,Lecture,"Kallirroi Georgila,David Traum"
CSCI,https://classes.usc.edu/term-20241/classes/CSCI/,CSCI 655:, Advanced Topics in Operating Systems ,"Advanced OS architectures; methods in design and evaluation of process management and concurrency; reliable distributed file systems; memory management, for cloud and virtualized environments.",(4.0 units),Prerequisite: 1 from (CSCI 350 or CSCI 402),Not available,30233D,2:00-3:50pm,"Mon, Wed",Lecture,Harsha Madhyastha
